player,pos,age,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,year,mpg,current_age,current_pos,min_year,year_in_league
Derrick Jones Jr.,SF,23,POR,58,1318,11.9,0.576,0.447,.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,1.6,0.8,2.4,0.089,-1.6,-0.3,-1.9,0.1,2021,22.724137931034484,23,SF,2017,4
Derrick Rose,PG,25,CHI,10,311,9.7,0.446,0.287,.195,3.3,8.3,5.9,26.2,0.9,0.2,16,31.5,-0.6,0.4,-0.2,-0.036,-1.2,-1.9,-3.1,-0.1,2014,31.1,32,PG,2014,0
Derrick Rose,PG,26,CHI,51,1530,15.9,0.493,0.325,.224,2.6,8.7,5.7,30.7,1.2,0.8,14.9,31.7,0,1.2,1.2,0.038,1.6,-2.2,-0.6,0.6,2015,30,32,PG,2014,1
Derrick Rose,PG,27,CHI,66,2097,13.4,0.479,0.143,.171,2.4,8.8,5.6,25.5,1.1,0.5,13.4,27.3,-0.8,1.2,0.4,0.009,-0.6,-1.9,-2.5,-0.3,2016,31.772727272727273,32,PG,2014,2
Derrick Rose,PG,28,NYK,64,2082,17,0.53,0.061,.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,2.4,0.6,3,0.068,1,-2,-1,0.5,2017,32.53125,32,PG,2014,3
Derrick Rose,PG,29,TOT,25,420,11.5,0.507,0.161,.247,3.5,5.8,4.7,13.6,0.8,0.8,14.5,25.4,-0.2,0.1,-0.2,-0.018,-2.1,-3.3,-5.4,-0.4,2018,16.8,32,PG,2014,4
Derrick Rose,PG,30,MIN,51,1392,19.5,0.557,0.194,.212,2.5,8.3,5.4,26.4,1.1,0.7,9.1,27.3,2.6,0.3,3,0.102,3.2,-1.7,1.4,1.2,2019,27.294117647058822,32,PG,2014,5
Derrick Rose,PG,31,DET,50,1298,21,0.555,0.195,.185,2.3,8.3,5.3,40.5,1.5,1,13.4,31.6,1.8,0.7,2.5,0.092,3.9,-1.7,2.2,1.4,2020,25.96,32,PG,2014,6
Derrick Rose,PG,32,TOT,50,1279,18.3,0.55,0.211,.208,1.7,9.3,5.5,28,1.9,1.4,10.5,25.8,1.6,1.6,3.1,0.118,1.4,0.1,1.5,1.1,2021,25.58,32,PG,2014,7
Derrick Walton,PG,22,MIA,16,147,11.2,0.525,0.68,.240,1.5,10.7,6.1,14.6,2.4,1.7,6.7,9.1,0.2,0.2,0.4,0.128,-1.1,2.4,1.3,0.1,2018,9.1875,25,PG,2018,0
Derrick Walton,PG,24,TOT,26,248,8.7,0.617,0.615,.231,0.9,5.8,3.4,13.9,1.4,0,10.4,8.1,0.4,0.2,0.6,0.111,-2.2,1.3,-1,0.1,2020,9.538461538461538,25,PG,2018,2
Derrick White,PG,23,SAS,17,139,15.9,0.646,0.394,.606,4,16.9,10.4,9.3,1.5,1.8,12.6,15.4,0.3,0.2,0.5,0.17,0.8,1.5,2.3,0.2,2018,8.176470588235293,26,SG,2018,0
Derrick White,PG,24,SAS,67,1728,14.8,0.555,0.262,.227,2.2,13.3,7.8,21,1.9,2.3,14,17.7,1.7,1.9,3.6,0.101,-0.4,1.3,0.9,1.3,2019,25.791044776119403,26,SG,2018,1
Derrick White,SG,25,SAS,68,1677,16.4,0.593,0.391,.382,2.3,12.1,7.2,20,1.3,3.1,12.1,18.9,3.1,1.1,4.2,0.119,1.2,0.1,1.3,1.4,2020,24.66176470588235,26,SG,2018,2
Derrick White,SG,26,SAS,36,1064,15,0.55,0.536,.252,1.3,9.6,5.4,17.4,1.2,2.9,8.2,22.4,1,0.9,1.9,0.085,1.1,0,1.1,0.8,2021,29.555555555555557,26,SG,2018,3
Desmond Bane,SG,22,MEM,68,1519,12.2,0.6,0.543,.098,2.1,12.6,7.3,10.6,1.3,0.9,10.2,16.1,1.6,1.3,2.9,0.093,-0.7,-0.3,-1,0.4,2021,22.33823529411765,22,SG,2021,0
DeVaughn Akoon-Purcell,SG,25,DEN,7,22,8.2,0.322,0.4,.200,4.9,14.8,9.8,37.1,4.5,0,15.5,25,-0.1,0,0,-0.051,-7.9,2.1,-5.8,0,2019,3.142857142857143,27,SG,2019,0
Devin Booker,SG,19,PHO,76,2108,11.9,0.535,0.333,.295,1.4,8.4,4.8,15.8,1,0.8,14,23,1.2,0.7,1.9,0.043,-1.2,-1.7,-2.8,-0.5,2016,27.736842105263158,24,SG,2016,0
Devin Booker,SG,20,PHO,78,2730,14.6,0.531,0.283,.308,1.8,8.3,5,16.3,1.3,0.6,12.9,28.6,1.3,0.6,2,0.035,0.3,-2.3,-1.9,0.1,2017,35,24,SG,2016,1
Devin Booker,SG,21,PHO,54,1865,18.1,0.561,0.364,.312,1.5,12.7,7,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2,0.9,1.4,2018,34.53703703703704,24,SG,2016,2
Devin Booker,SG,22,PHO,64,2242,20.2,0.584,0.33,.362,1.9,11.3,6.5,34.1,1.2,0.5,15.4,32.9,3.3,0.3,3.5,0.076,3.3,-2.3,1,1.7,2019,35.03125,24,SG,2016,3
Devin Booker,SG,23,PHO,70,2512,20.6,0.618,0.31,.397,1.3,12,6.6,30,0.9,0.6,14.9,30,6,1.5,7.5,0.143,3.4,-1.3,2.2,2.6,2020,35.885714285714286,24,SG,2016,4
Devin Booker,SG,24,PHO,67,2270,19.2,0.587,0.288,.305,1.7,12.1,7,20.6,1.2,0.6,12.4,32.7,2.9,2,4.9,0.104,1.4,-1.5,-0.1,1.1,2021,33.88059701492537,24,SG,2016,5
Devin Cannady,PG,24,ORL,8,74,11.2,0.547,0.571,.250,0,7.3,3.5,2.1,3.3,1.2,6,19.3,0,0.1,0.1,0.057,-4.4,1.3,-3.1,0,2021,9.25,24,PG,2021,0
Devin Robinson,SF,22,WAS,1,13,10.5,0.333,0,.000,17.4,26,21.7,0,3.8,0,0,10.2,0,0,0,0.098,-4.2,2.1,-2.1,0,2018,13,25,SF,2018,0
Devin Robinson,SF,23,WAS,7,95,20.6,0.616,0.063,.438,6.7,16.2,11.4,9.5,2,5.3,5,17.9,0.2,0.1,0.3,0.175,0.8,1.1,1.9,0.1,2019,13.571428571428571,25,SF,2018,1
Devin Vassell,SF,20,SAS,62,1056,10.6,0.524,0.495,.168,2.4,15.4,8.8,7.1,2,1.4,6.3,14.3,0.4,1.1,1.5,0.069,-2.5,0.6,-1.9,0.1,2021,17.032258064516128,20,SF,2021,0
Devon Dotson,PG,21,CHI,11,50,19.3,0.548,0.333,.000,4.5,6.6,5.5,21.4,3.9,0,0,18.2,0.1,0.1,0.2,0.177,-0.1,2.2,2.1,0.1,2021,4.545454545454546,21,PG,2021,0
Devon Hall,PG,24,OKC,11,81,3.1,0.298,0.567,.267,2.8,6.6,4.8,21.3,2.4,1.1,13,20.9,-0.3,0.1,-0.2,-0.116,-5.8,-0.6,-6.4,-0.1,2020,7.363636363636363,25,PG,2020,0
Devontae Cacok,C,23,LAL,1,9,28.6,0.5,0,.000,24.6,36.1,30.4,20.3,0,0,0,28.1,0,0,0,0.226,4.8,-4.6,0.2,0,2020,9,24,PF,2020,0
Devontae Cacok,PF,24,LAL,20,98,17.2,0.576,0,.379,13.8,22.8,18.4,1.5,2.5,3.7,12.9,17.2,0.1,0.2,0.3,0.142,-1.3,0.6,-0.7,0,2021,4.9,24,PF,2020,1
Devonte' Graham,PG,23,CHO,46,676,10.3,0.459,0.56,.213,1.6,8.6,5,24.8,1.7,0.3,11.3,17,0.2,0.3,0.5,0.035,-2.6,-1.3,-4,-0.3,2019,14.695652173913043,25,PG,2019,0
Devonte' Graham,PG,24,CHO,63,2211,15.8,0.537,0.607,.242,2,8.7,5.2,35.3,1.4,0.6,14.5,24.8,2.4,0.9,3.4,0.073,2.5,-2.1,0.5,1.4,2020,35.095238095238095,25,PG,2019,1
Devonte' Graham,PG,25,CHO,55,1659,14.6,0.552,0.713,.236,1.4,8.4,4.8,26.3,1.4,0.4,10.2,21.4,2.5,0.9,3.4,0.099,1.6,-1.1,0.5,1,2021,30.163636363636364,25,PG,2019,2
Devyn Marble,SG,22,ORL,16,208,5.9,0.362,0.5,.364,2.7,14.4,8.4,11.5,2.2,0.8,15,13.1,-0.3,0.2,-0.1,-0.031,-4.7,-0.1,-4.8,-0.1,2015,13,28,SG,2015,0
Devyn Marble,SG,23,ORL,28,249,5.2,0.368,0.451,.338,2.6,14.4,8.5,6.6,2.6,0.3,7.9,15.7,-0.4,0.3,-0.1,-0.026,-6,-0.1,-6.2,-0.3,2016,8.892857142857142,28,SG,2015,1
Dewan Hernandez,C,23,TOR,6,28,12.9,0.432,0.143,.357,19.3,33.2,26.4,16.4,1.7,0,15.6,29.3,0,0.1,0,0.043,-6.6,-3,-9.6,-0.1,2020,4.666666666666667,24,C,2020,0
Dewayne Dedmon,C,24,TOT,31,390,10.7,0.5,0,.386,10.7,25.8,18.1,1.9,0.9,4.5,15.6,13.1,0.1,0.5,0.6,0.07,-4.5,-0.3,-4.7,-0.3,2014,12.580645161290322,31,C,2014,0
Dewayne Dedmon,C,25,ORL,59,845,13.3,0.568,0.006,.395,15.5,24.1,19.7,1.6,1,4.8,21.1,13,0.7,1,1.7,0.099,-3.3,-0.2,-3.5,-0.3,2015,14.322033898305085,31,C,2014,1
Dewayne Dedmon,C,26,ORL,58,705,17,0.606,0,.429,10.4,25.7,17.9,2.7,1.6,5.4,13.2,15.2,1.2,1.1,2.4,0.162,-1.6,0.7,-0.9,0.2,2016,12.155172413793103,31,C,2014,2
Dewayne Dedmon,C,27,SAS,76,1330,16,0.645,0,.359,11.2,30.6,21.1,4.8,1.4,3.7,16.9,12.3,2.3,3,5.2,0.189,-1.4,2,0.6,0.9,2017,17.5,31,C,2014,3
Dewayne Dedmon,C,28,ATL,62,1542,15.8,0.599,0.296,.180,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17,1.8,1.9,3.7,0.114,-0.4,0.5,0.1,0.8,2018,24.870967741935484,31,C,2014,4
Dewayne Dedmon,C,29,ATL,64,1609,16,0.602,0.413,.215,6.7,25,15.7,8.1,2,3.8,12.7,16.7,2.1,1.9,4,0.119,-0.3,0.8,0.5,1,2019,25.140625,31,C,2014,5
Dewayne Dedmon,C,30,TOT,44,774,9.4,0.473,0.42,.141,8.5,27.6,17.8,4,1.5,4.8,17.4,18.1,-1,1,0.1,0.005,-5.8,0,-5.8,-0.7,2020,17.59090909090909,31,C,2014,6
Dewayne Dedmon,C,31,MIA,16,210,24.5,0.735,0.077,.415,15.5,31,23.4,9.6,2.1,3,14.5,19.3,0.7,0.4,1.1,0.256,1.2,0.7,1.9,0.2,2021,13.125,31,C,2014,7
Deyonta Davis,C,20,MEM,36,238,10.6,0.528,0,.383,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12,0.1,0.4,0.5,0.097,-5,0.4,-4.6,-0.2,2017,6.611111111111111,24,C,2017,0
Deyonta Davis,C,21,MEM,62,943,16.6,0.621,0,.215,9,22,15.3,7.1,0.8,3.9,9.9,15.3,1.9,0.8,2.7,0.138,-0.9,-0.6,-1.5,0.1,2018,15.209677419354838,24,C,2017,1
Deyonta Davis,C,22,ATL,9,118,15.6,0.682,0.045,.455,8.7,23.7,16,5.8,1.2,3.7,10.2,10.1,0.3,0.1,0.4,0.145,-1.5,-0.6,-2,0,2019,13.11111111111111,24,C,2017,2
Diamond Stone,C,19,LAC,7,24,-1.2,0.339,0,.308,4.8,22.7,14,0,0,3.4,11.9,31.3,-0.1,0,-0.1,-0.211,-14.9,-5.9,-20.8,-0.1,2017,3.4285714285714284,23,C,2017,0
Didi Louzada,SF,21,NOP,3,56,-0.9,0.308,0.615,.000,1.9,3.9,2.9,6.5,1.7,0,18.8,12,-0.1,0,-0.1,-0.099,-8.2,-1.6,-9.8,-0.1,2021,18.666666666666668,21,SF,2021,0
Dillon Brooks,SF,22,MEM,82,2350,9.8,0.531,0.342,.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-2.9,-1.1,-4,-1.2,2018,28.658536585365855,25,SF,2018,0
Dillon Brooks,SF,23,MEM,18,330,7.6,0.499,0.328,.246,3,7.6,5.3,7.6,1.5,1.1,12.3,20.9,-0.3,0.3,0,-0.004,-5,-1.2,-6.3,-0.4,2019,18.333333333333332,25,SF,2018,1
Dillon Brooks,SG,24,MEM,73,2112,11.3,0.51,0.385,.190,3.5,8.6,6.1,10.5,1.4,1.1,9.7,25.2,-0.4,1.6,1.2,0.027,-2.6,-1.4,-4.1,-1.1,2020,28.931506849315067,25,SF,2018,2
Dillon Brooks,SF,25,MEM,67,1997,12.1,0.515,0.361,.189,2.8,7.7,5.2,11.7,1.9,1.2,9.6,26.1,-0.5,1.8,1.4,0.033,-2.6,-1.3,-3.9,-1,2021,29.80597014925373,25,SF,2018,3
Dionte Christmas,SF,27,PHO,31,198,11.1,0.489,0.5,.387,7.4,14.1,10.8,5.8,0.5,1.1,7.6,17.4,0.2,0.1,0.3,0.083,-0.5,-1.3,-1.8,0,2014,6.387096774193548,34,SF,2014,0
Domantas Sabonis,PF,20,OKC,81,1632,6.9,0.469,0.331,.139,3.1,16.4,9.8,7.2,1.2,1.6,14,15.4,-1,1.8,0.8,0.022,-4.5,-0.1,-4.5,-1,2017,20.14814814814815,24,PF,2017,0
Domantas Sabonis,C,21,IND,74,1810,17.5,0.567,0.056,.339,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,2.5,2.2,4.7,0.126,-0.6,-0.5,-1.1,0.4,2018,24.45945945945946,24,PF,2017,1
Domantas Sabonis,C,22,IND,74,1838,21.9,0.63,0.024,.416,11.5,29.8,20.8,18.2,1.3,1.5,16.2,23.5,4.3,3.3,7.6,0.197,1.9,1.3,3.1,2.4,2019,24.83783783783784,24,PF,2017,2
Domantas Sabonis,PF,23,IND,62,2159,20.7,0.586,0.079,.349,9.7,29.3,19.6,21.7,1.1,1.2,14.8,23.3,4.1,3.4,7.5,0.168,2,1.2,3.2,2.9,2020,34.82258064516129,24,PF,2017,3
Domantas Sabonis,PF,24,IND,62,2231,20.6,0.601,0.179,.363,7.3,28.6,18,27.5,1.6,1.2,16.9,24.1,4,3,6.9,0.149,2.4,1.5,3.9,3.3,2021,35.983870967741936,24,PF,2017,4
Donovan Mitchell,SG,21,UTA,79,2638,16.7,0.541,0.404,.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,1.4,3.8,5.2,0.095,0.9,0.3,1.2,2.2,2018,33.392405063291136,24,PG,2018,0
Donovan Mitchell,SG,22,UTA,77,2598,17.2,0.537,0.339,.259,2.5,10.5,6.6,21.2,2,0.9,11.3,31.6,1.3,3.7,5,0.092,1.2,0.1,1.3,2.2,2019,33.74025974025974,24,PG,2018,1
Donovan Mitchell,SG,23,UTA,69,2364,18.8,0.558,0.352,.240,2.6,11.3,7.1,21.6,1.4,0.5,11,30.8,3.2,2.2,5.4,0.11,2.4,-0.6,1.9,2.3,2020,34.26086956521739,24,PG,2018,2
Donovan Mitchell,PG,24,UTA,53,1771,21.3,0.569,0.423,.290,3.1,10.6,7,26.7,1.4,0.7,10.7,33.5,3.9,2.2,6.2,0.167,4.1,-0.6,3.5,2.5,2021,33.41509433962264,24,PG,2018,3
Donta Hall,C-PF,22,TOT,9,133,13.6,0.652,0,.818,11.4,19.2,15.4,4.2,1.1,3.8,14.3,11.1,0.2,0.2,0.4,0.137,-3.4,-0.3,-3.7,-0.1,2020,14.777777777777779,23,PF,2020,0
Donta Hall,PF,23,ORL,13,179,22.3,0.731,0,.971,13.5,22.8,18,9.4,1.4,5.1,13.8,14,0.6,0.2,0.8,0.223,0.9,1.2,2.2,0.2,2021,13.76923076923077,23,PF,2020,1
Donte DiVincenzo,SG,22,MIL,27,411,9.1,0.507,0.669,.097,4.2,11.4,8,9.7,1.5,1.2,12.8,15.1,0,0.6,0.6,0.069,-2.8,0.6,-2.2,0,2019,15.222222222222221,24,SG,2019,0
Donte DiVincenzo,SG,23,MIL,66,1520,14.1,0.557,0.484,.169,4.6,15.5,10.3,13.6,2.6,1.2,14.1,17.3,1,3.2,4.3,0.135,-1.1,2.4,1.3,1.3,2020,23.03030303030303,24,SG,2019,1
Donte DiVincenzo,SG,24,MIL,66,1814,13,0.542,0.574,.118,4.9,16.7,11,14.2,1.9,0.7,12.5,16.7,1.5,2.1,3.6,0.095,-0.3,0.2,-0.1,0.9,2021,27.484848484848484,24,SG,2019,2
Donte Grantham,SF,23,OKC,3,2,-38.1,0,1,.000,0,0,0,0,0,0,0,40.7,0,0,0,-0.946,-23.6,-14,-37.6,0,2019,0.6666666666666666,25,SF,2019,0
Dorian Finney-Smith,PF,23,DAL,81,1642,7.7,0.486,0.574,.183,3.7,12.4,7.9,6,1.6,1.4,11.1,11.6,-0.1,1.5,1.4,0.041,-3.3,0.6,-2.6,-0.3,2017,20.271604938271604,27,PF,2017,0
Dorian Finney-Smith,PF,24,DAL,21,448,7.6,0.482,0.554,.124,5.3,13.6,9.3,8.4,1.1,0.8,14.1,15.1,-0.2,0.3,0.1,0.015,-3.8,-0.8,-4.6,-0.3,2018,21.333333333333332,27,PF,2017,1
Dorian Finney-Smith,SF,25,DAL,81,1985,11,0.53,0.481,.195,7.5,13.4,10.5,6.9,1.7,1.5,11.4,14,1.2,2,3.3,0.079,-1.8,0.4,-1.4,0.3,2019,24.506172839506174,27,PF,2017,2
Dorian Finney-Smith,PF,26,DAL,71,2120,12.3,0.595,0.58,.207,7.3,12.7,10,7.2,1,1.6,10.8,12.9,3.3,1.5,4.9,0.11,0.1,-0.3,-0.2,0.9,2020,29.859154929577464,27,PF,2017,3
Dorian Finney-Smith,PF,27,DAL,60,1921,12,0.609,0.648,.088,5.7,13,9.3,7.2,1.3,1.2,9,12.2,2.8,1.6,4.4,0.11,0.1,-0.1,-0.1,0.9,2021,32.016666666666666,27,PF,2017,4
Doug McDermott,SF,23,CHI,36,321,6.1,0.48,0.383,.140,2.1,12.2,7.3,3,0.6,0.2,13,18.3,-0.3,0.2,0,-0.005,-4.1,-1.9,-6,-0.3,2015,8.916666666666666,29,PF,2015,0
Doug McDermott,SF,24,CHI,81,1861,10.9,0.561,0.402,.130,2.1,8.8,5.5,5,0.4,0.2,7.2,17.3,2.1,0.7,2.8,0.073,-1,-1.9,-2.9,-0.4,2016,22.97530864197531,29,PF,2015,1
Doug McDermott,SF,25,TOT,66,1508,10.7,0.554,0.419,.169,1.4,11.5,6.4,5.9,0.4,0.3,6.6,16.4,1.6,1,2.6,0.083,-0.9,-1.4,-2.3,-0.1,2017,22.848484848484848,29,PF,2015,2
Doug McDermott,SF,26,TOT,81,1768,10.4,0.579,0.425,.159,2.5,10.2,6.3,6.5,0.5,0.8,9.3,15,1.7,0.6,2.3,0.063,-1,-1.3,-2.2,-0.1,2018,21.82716049382716,29,PF,2015,3
Doug McDermott,SF,27,IND,77,1340,11.6,0.617,0.488,.187,1.4,7.5,4.5,7.1,0.7,0.5,8.4,16.3,1.8,1.1,2.9,0.103,-0.5,-0.9,-1.4,0.2,2019,17.4025974025974,29,PF,2015,4
Doug McDermott,PF,28,IND,69,1372,14.4,0.62,0.537,.106,2.1,11.7,7,8.4,0.4,0.3,6.8,19.6,2.3,1.1,3.3,0.117,1.4,-1.3,0,0.7,2020,19.884057971014492,29,PF,2015,5
Doug McDermott,PF,29,IND,66,1619,15.6,0.635,0.43,.147,4,10.7,7.4,7.8,0.6,0.3,7,20,3.1,0.7,3.8,0.112,1.5,-2.1,-0.5,0.6,2021,24.53030303030303,29,PF,2015,6
Dragan Bender,PF,19,PHO,43,574,5.3,0.44,0.627,.068,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,-0.7,0.3,-0.3,-0.029,-4.3,-0.7,-5.1,-0.4,2017,13.348837209302326,23,PF-C,2017,0
Dragan Bender,PF,20,PHO,82,2069,7.1,0.524,0.665,.105,2,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.9,-0.8,-3.7,-0.9,2018,25.23170731707317,23,PF-C,2017,1
Dragan Bender,PF,21,PHO,46,826,9.5,0.521,0.513,.274,4.5,20.3,12.3,9.4,1,2.2,14.4,13.4,0,0.4,0.5,0.027,-3.4,-0.8,-4.1,-0.5,2019,17.956521739130434,23,PF-C,2017,2
Dragan Bender,PF-C,22,TOT,16,286,10.9,0.545,0.467,.152,5.9,21.1,13.5,14.4,0.7,2.8,17.6,17.7,0,0.3,0.3,0.052,-3,0.1,-3,-0.1,2020,17.875,23,PF-C,2017,3
Drew Eubanks,PF,21,SAS,23,113,15.1,0.646,0,.500,5.8,26.8,16.4,8.3,0.9,3.7,20.1,15.5,0.1,0.2,0.3,0.12,-1.9,0.7,-1.3,0,2019,4.913043478260869,23,C,2019,0
Drew Eubanks,C,22,SAS,22,272,17.3,0.682,0.015,.388,11.1,22.6,16.8,7.7,0.9,5.5,21.1,15.8,0.5,0.3,0.8,0.134,-1.4,-0.3,-1.7,0,2020,12.363636363636363,23,C,2019,1
Drew Eubanks,C,23,SAS,54,755,17.9,0.618,0.01,.517,10.2,24,17,7.9,1.2,5.5,15.2,17.1,1.2,1.1,2.3,0.145,-1.1,1.2,0,0.4,2021,13.981481481481481,23,C,2019,2
Drew Gordon,PF,24,PHI,9,71,3.7,0.428,0.158,.105,10.2,17.7,13.7,4.8,0.7,0,28.7,17.1,-0.2,0.1,-0.1,-0.093,-7.1,-2.4,-9.5,-0.1,2015,7.888888888888889,30,PF,2015,0
Duje Dukan,SF,24,SAC,1,24,4.2,0.3,0.5,.000,9.1,9,9,5.6,2,0,0,17.7,0,0,0,-0.057,-4.3,-2.6,-7,0,2016,24,29,SF,2016,0
Duncan Robinson,SF,24,MIA,15,161,7.6,0.514,0.761,.130,1.3,11.2,6.3,4.4,1.5,0,7.6,14,0,0.2,0.2,0.051,-3.4,0,-3.4,-0.1,2019,10.733333333333333,26,SF,2019,0
Duncan Robinson,SG,25,MIA,73,2166,13.1,0.684,0.882,.105,0.5,11,6,7.1,0.8,0.9,8.9,16,3.7,1.6,5.3,0.118,1.5,-1,0.5,1.3,2020,29.671232876712327,26,SF,2019,1
Duncan Robinson,SF,26,MIA,72,2262,11,0.628,0.855,.105,0.4,12.1,6.3,8.3,0.9,0.9,9.7,16.6,1.9,1.8,3.7,0.079,-0.2,-0.9,-1.1,0.5,2021,31.416666666666668,26,SF,2019,2
Dusty Hannahs,SG,25,MEM,2,26,4.5,0.311,0.417,.167,0,4.4,2.2,28.8,1.9,0,7.2,23.9,-0.1,0,-0.1,-0.125,-6.5,-3.2,-9.7,-0.1,2019,13,27,SG,2019,0
Dusty Hannahs,SG,26,MEM,2,13,21.3,0.607,0.333,.222,0,8,4.1,0,0,0,0,31.6,0,0,0,0.146,5.1,-2.1,3.1,0,2020,6.5,27,SG,2019,1
Dwayne Bacon,SG,22,CHO,53,713,5.8,0.431,0.224,.130,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,-0.7,0.6,-0.1,-0.007,-4.8,0.1,-4.7,-0.5,2018,13.452830188679245,25,SG,2018,0
Dwayne Bacon,SG,23,CHO,43,759,11.7,0.57,0.339,.179,1.1,11.7,6.3,9.2,0.8,0.6,6.1,16.8,0.9,0.3,1.2,0.073,-2.1,-1.6,-3.7,-0.3,2019,17.651162790697676,25,SG,2018,1
Dwayne Bacon,SG,24,CHO,39,687,6.1,0.419,0.275,.217,2.3,14,7.9,11.7,1.7,0.3,12.2,19.5,-1.2,0.4,-0.8,-0.053,-5.9,-0.9,-6.8,-0.8,2020,17.615384615384617,25,SG,2018,2
Dwayne Bacon,SG,25,ORL,72,1853,9.9,0.49,0.285,.242,1.7,11.2,6.3,7.9,1.2,0.2,5.4,19.8,-0.3,0.9,0.5,0.013,-3.5,-1.6,-5.1,-1.4,2021,25.73611111111111,25,SG,2018,3
Dwight Buycks,PG,24,TOR,14,146,7.2,0.414,0.354,.188,3.2,15.2,9.2,10.6,2.9,0,16.1,19.3,-0.2,0.2,0,-0.009,-4.4,1.1,-3.4,0,2014,10.428571428571429,31,PG,2014,0
Dwight Buycks,PG,25,LAL,6,123,13.1,0.586,0.275,.250,1.7,9.3,5.4,18.4,1.2,0,21.3,20.4,0.1,0,0.1,0.027,-0.2,-2.3,-2.6,0,2015,20.5,31,PG,2014,1
Dwight Buycks,PG,28,DET,29,427,12.8,0.498,0.227,.207,3,7.7,5.3,22.4,2.2,0.4,15.3,26.4,-0.2,0.4,0.2,0.027,-2.3,-0.7,-3.1,-0.1,2018,14.724137931034482,31,PG,2014,4
Dwight Powell,PF,23,TOT,29,236,13.8,0.552,0.164,.493,8.3,14.9,11.6,5.5,1.9,2.1,11.9,17.5,0.3,0.3,0.6,0.122,-1.7,0.7,-1,0.1,2015,8.137931034482758,29,C,2015,0
Dwight Powell,PF,24,DAL,69,992,16.8,0.557,0.054,.480,9.3,20.9,15.1,7.2,1.8,2,10,18.4,1.8,1.3,3.1,0.151,-0.6,0.7,0.1,0.5,2016,14.376811594202898,29,C,2015,1
Dwight Powell,C,25,DAL,77,1333,17.6,0.588,0.196,.374,7.7,19.5,13.3,6.1,2.4,2.6,7.2,16.7,2.7,1.9,4.6,0.165,-0.1,1.1,1,1,2017,17.31168831168831,29,C,2015,2
Dwight Powell,C,26,DAL,79,1672,18.8,0.656,0.195,.430,8.7,21.3,14.7,8.5,2,1.7,10.3,15.5,4.6,2.1,6.6,0.191,0.6,1,1.6,1.5,2018,21.164556962025316,29,C,2015,3
Dwight Powell,C,27,DAL,77,1662,20.4,0.682,0.261,.523,9.1,17.3,13.2,10.7,1.3,2.6,10.1,17.2,5.6,1.9,7.5,0.215,2,0.9,2.9,2.1,2019,21.584415584415584,29,C,2015,4
Dwight Powell,C,28,DAL,40,1061,15.9,0.677,0.17,.485,7.5,14.8,11.2,7.7,1.5,1.8,11.5,12.6,2.6,1,3.6,0.162,0.4,0.9,1.3,0.9,2020,26.525,29,C,2015,5
Dwight Powell,C,29,DAL,58,966,16.8,0.688,0.108,.639,9.2,17.4,13.3,8.9,1.8,2.9,13.9,13.2,2.6,1.2,3.8,0.188,-0.8,1.5,0.7,0.7,2021,16.655172413793103,29,C,2015,6
Dylan Windler,SF,24,CLE,31,513,10.8,0.567,0.592,.208,4.3,19.5,11.7,9.4,1.8,2.1,18.4,14.8,0,0.5,0.5,0.045,-1.8,0.1,-1.7,0,2021,16.548387096774192,24,SF,2021,0
Džanan Musa,SG,19,BRK,9,39,5.8,0.415,0.455,.091,2.7,10.7,6.7,8.6,2.4,0,14.9,29,-0.2,0,-0.1,-0.152,-6.3,-0.9,-7.2,-0.1,2019,4.333333333333333,21,SF,2019,0
Džanan Musa,SF,20,BRK,40,487,9.4,0.484,0.453,.349,4.6,13.5,9.1,12.6,1.5,0.2,15.4,20.1,-0.3,0.5,0.2,0.016,-3.5,-0.9,-4.4,-0.3,2020,12.175,21,SF,2019,1
Edmond Sumner,PG,22,IND,1,2,39.8,1,0,.000,0,56.1,28.2,0,0,0,0,22.3,0,0,0,0.425,-2.4,9.3,6.9,0,2018,2,25,SG,2018,0
Edmond Sumner,PG,23,IND,23,210,7.6,0.443,0.422,.375,4.9,7.8,6.3,6.3,2.8,2.1,11.8,17.6,-0.2,0.3,0.1,0.02,-5.8,0.5,-5.3,-0.2,2019,9.130434782608695,25,SG,2018,1
Edmond Sumner,SG,24,IND,31,447,10.1,0.491,0.373,.204,2.7,8.5,5.6,16.7,1.6,1.8,12.4,17.3,-0.1,0.5,0.4,0.047,-3.2,0.2,-3,-0.1,2020,14.419354838709678,25,SG,2018,2
