bbref_id,height,weight
/cbb/players/patrick-mccaffery-1.html,80.46875,200
/cbb/players/joe-toussaint-1.html,71.484375,190
/cbb/players/tony-perkins-1.html,75.390625,210
/cbb/players/connor-mccaffery-1.html,76.5625,205
/cbb/players/jalen-coleman-lands-1.html,75.390625,187
/cbb/players/solomon-young-1.html,79.296875,255
/cbb/players/rasir-bolton-1.html,74.21875,185
/cbb/players/tyler-harris-3.html,68.359375,150
/cbb/players/javan-johnson-1.html,77.34375,205
/cbb/players/jaden-walker-1.html,76.5625,196
/cbb/players/tre-jackson-1.html,72.265625,186
/cbb/players/george-condittiv-1.html,81.25,245
/cbb/players/darlinstone-dubar-1.html,77.34375,207
/cbb/players/dajuan-harris-1.html,72.265625,160
/cbb/players/david-mccormack-1.html,81.25,265
/cbb/players/ochai-agbaji-1.html,76.5625,210
/cbb/players/marcus-garrett-1.html,76.5625,195
/cbb/players/mitch-lightfoot-1.html,79.296875,225
/cbb/players/christian-braun-1.html,77.34375,205
/cbb/players/jalen-wilson-1.html,79.296875,215
/cbb/players/tristan-enaruna-1.html,79.296875,200
/cbb/players/tyon-grant-foster-1.html,78.515625,190
/cbb/players/bryce-thompson-1.html,76.5625,188
/cbb/players/davion-bradford-1.html,83.203125,265
/cbb/players/nijel-pack-1.html,71.484375,180
/cbb/players/kaosi-ezeagu-1.html,81.25,255
/cbb/players/carlton-linguardjr-1.html,82.421875,215
/cbb/players/mike-mcguirl-1.html,73.4375,195
/cbb/players/antonio-gordon-1.html,80.46875,215
/cbb/players/rudi-williams-1.html,74.21875,182
/cbb/players/dajuan-gordon-1.html,75.390625,190
/cbb/players/selton-miguel-1.html,75.390625,210
/cbb/players/luke-kasubke-1.html,76.5625,190
/cbb/players/isaiah-jackson-3.html,81.25,206
/cbb/players/olivier-sarr-1.html,83.203125,237
/cbb/players/dontaie-allen-1.html,77.34375,198
/cbb/players/davion-mintz-1.html,74.21875,196
/cbb/players/jacob-toppin-1.html,80.46875,194
/cbb/players/keion-brooksjr-1.html,78.515625,205
/cbb/players/devin-askew-1.html,74.21875,198
/cbb/players/terrence-clarke-1.html,78.515625,194
/cbb/players/lance-ware-1.html,80.46875,223
/cbb/players/brandon-bostonjr-1.html,78.515625,185
/cbb/players/jared-kimbrough-1.html,79.296875,220
/cbb/players/jhamir-brickus-1.html,70.3125,165
/cbb/players/clifton-moore-1.html,81.25,220
/cbb/players/christian-ray-1.html,77.34375,205
/cbb/players/sherif-kenney-1.html,75.390625,230
/cbb/players/scott-spencer-1.html,77.34375,205
/cbb/players/david-beatty-1.html,73.4375,200
/cbb/players/jack-clarke-1.html,79.296875,182
/cbb/players/anwar-gill-1.html,75.390625,185
/cbb/players/ayinde-hikim-1.html,70.3125,165
/cbb/players/jaelyn-withers-1.html,79.296875,230
/cbb/players/jj-traynor-1.html,79.296875,200
/cbb/players/quinn-slazinski-1.html,79.296875,215
/cbb/players/samuell-williamson-1.html,78.515625,210
/cbb/players/david-johnson-13.html,76.5625,210
/cbb/players/dre-davis-3.html,76.5625,220
/cbb/players/carlik-jones-1.html,72.265625,185
/cbb/players/josh-nickelberry-1.html,75.390625,205
/cbb/players/mwani-wilkinson-1.html,76.5625,215
/cbb/players/darius-days-1.html,78.515625,245
/cbb/players/josh-leblanc-1.html,78.515625,230
/cbb/players/javonte-smart-1.html,75.390625,205
/cbb/players/jalen-cook-1.html,71.484375,205
/cbb/players/cameron-thomas-1.html,75.390625,210
/cbb/players/trendon-watford-1.html,80.46875,240
/cbb/players/aundre-hyatt-1.html,77.34375,225
/cbb/players/eric-gaines-4.html,73.4375,155
/cbb/players/greg-elliott-1.html,74.21875,185
/cbb/players/theo-john-2.html,80.46875,255
/cbb/players/dawson-garcia-1.html,82.421875,230
/cbb/players/dj-carton-1.html,73.4375,195
/cbb/players/jamal-cain-1.html,78.515625,200
/cbb/players/koby-mcewen-1.html,75.390625,205
